,meshL_x,meshL_y,meshR_x,meshR_y,ref_x,ref_y,ref_z,disp01_x,disp01_y,disp01_z,disp01
0,456.0,173.0,500.66882,214.84769,-5.9599156,-6.7586927,35.22055,-0.30261326,-0.25699997,1.128849,1.1966302
1,476.0,173.0,515.73944,212.83118,-5.815153,-6.7641497,35.246693,-0.3056407,-0.25802565,1.1441803,1.2120817
2,497.0,173.0,532.23114,210.85818,-5.66427,-6.7706914,35.282307,-0.3074565,-0.26152802,1.1542015,1.2227459
3,517.0,173.0,548.0558,209.05562,-5.520397,-6.7766848,35.31685,-0.30586147,-0.25768661,1.1420784,1.2100812
4,537.0,173.0,564.09155,206.98387,-5.3764644,-6.784073,35.35333,-0.30718184,-0.2607832,1.1494064,1.2179917
5,557.0,173.0,580.1909,205.03903,-5.232237,-6.7908874,35.389675,-0.30747032,-0.260808,1.1494713,1.218131
6,578.0,173.0,597.025,202.94263,-5.0801625,-6.797864,35.42581,-0.30804443,-0.2610178,1.1511383,1.2198938
7,598.0,173.0,613.20544,200.96783,-4.93518,-6.804558,35.461227,-0.30849504,-0.26115847,1.1521988,1.2210386
8,618.0,173.0,629.4985,198.99364,-4.789972,-6.811304,35.49717,-0.30896187,-0.26191664,1.1537857,1.2228161
9,638.0,173.0,645.9106,197.04605,-4.644548,-6.818013,35.533726,-0.30922174,-0.26138115,1.1537781,1.22276
10,659.0,173.0,663.1413,194.95323,-4.4913683,-6.8250117,35.570984,-0.30861616,-0.2598195,1.1469879,1.2158666
11,679.0,173.0,679.58124,192.85156,-4.3450723,-6.8319592,35.605827,-0.30997133,-0.2616105,1.155468,1.2245932
12,699.0,173.0,696.19055,190.80399,-4.198647,-6.838873,35.641933,-0.31028938,-0.26170063,1.1561966,1.2253805
13,720.0,173.0,713.70764,188.64777,-4.0445647,-6.8461037,35.679783,-0.3106351,-0.26180792,1.1569977,1.2262468
14,740.0,173.0,730.43604,186.53705,-3.8974457,-6.853098,35.715374,-0.31105375,-0.26191854,1.1578941,1.2272223
15,456.0,193.0,502.6318,233.0172,-5.9645014,-6.61476,35.24772,-0.30564642,-0.2604661,1.1461525,1.2144661
16,476.0,193.0,517.8393,230.97171,-5.819915,-6.620717,35.275715,-0.3062315,-0.25767803,1.1469994,1.2148182
17,497.0,193.0,534.4489,228.99072,-5.669146,-6.6276,35.312923,-0.3064766,-0.26071882,1.1479988,1.2164717
18,517.0,193.0,550.5199,227.04451,-5.525627,-6.6347876,35.35083,-0.30688524,-0.26084852,1.1489639,1.2175133
19,537.0,193.0,566.3122,225.20537,-5.3810763,-6.6406717,35.38391,-0.30756664,-0.26056767,1.1511688,1.2197059
20,557.0,193.0,582.3528,223.28607,-5.2365904,-6.6472635,35.419422,-0.30774927,-0.2610855,1.1507874,1.2195027
21,578.0,193.0,599.2678,221.27005,-5.084547,-6.6541357,35.45663,-0.30819607,-0.26122808,1.1517181,1.2205243
22,598.0,193.0,615.46674,219.34036,-4.939463,-6.660714,35.49226,-0.30863237,-0.26132154,1.1526642,1.2215472
23,618.0,193.0,631.8806,217.36227,-4.7943316,-6.6677847,35.52982,-0.30908203,-0.26166964,1.1542778,1.2232579
24,638.0,193.0,648.1157,215.45096,-4.648444,-6.6739516,35.563923,-0.30934238,-0.26157284,1.1542358,1.2232634
25,659.0,193.0,665.214,213.32416,-4.494877,-6.680803,35.599346,-0.3099146,-0.26166964,1.1565666,1.2256281
26,679.0,193.0,681.9073,211.39175,-4.34891,-6.687693,35.637596,-0.31008387,-0.26178598,1.1558914,1.2250587
27,699.0,193.0,698.4963,209.39206,-4.202313,-6.6943917,35.67339,-0.31049395,-0.26196337,1.1568718,1.2261255
28,720.0,193.0,716.0153,207.29008,-4.048091,-6.7014365,35.71122,-0.3108244,-0.26196718,1.157505,1.2268075
29,740.0,193.0,732.77844,205.27586,-3.9008982,-6.7081537,35.747242,-0.31119466,-0.2620492,1.1582718,1.2276422
30,760.0,193.0,749.6048,203.24562,-3.7533786,-6.714862,35.78307,-0.31155944,-0.26214695,1.1590233,1.2284646
31,780.0,193.0,766.5264,201.2266,-3.605584,-6.7215257,35.81912,-0.3118434,-0.26224566,1.1596489,1.2291479
32,801.0,193.0,784.41144,199.07149,-3.4501073,-6.7286954,35.85741,-0.31213045,-0.2623129,1.1602554,1.2298074
33,821.0,193.0,801.53424,196.99466,-3.301725,-6.7355976,35.893982,-0.31240702,-0.26239872,1.1608925,1.2304969
34,841.0,193.0,818.7308,194.93398,-3.1530313,-6.742381,35.93047,-0.31271482,-0.26248455,1.1616058,1.2312664
35,861.0,193.0,836.0072,192.83235,-3.0040205,-6.7492843,35.96694,-0.31299758,-0.26256037,1.16222,1.2319337
36,882.0,193.0,854.24786,190.62454,-2.8472426,-6.7565227,36.00541,-0.31328106,-0.26265478,1.1627464,1.2325226
37,902.0,193.0,871.7129,188.52373,-2.6976244,-6.763387,36.04216,-0.3135538,-0.2626829,1.1632347,1.2330586
38,922.0,193.0,889.26666,186.40352,-2.547699,-6.770302,36.07899,-0.3137629,-0.26269245,1.1636505,1.233506
39,943.0,193.0,907.7911,184.15157,-2.3899407,-6.7776256,36.117706,-0.31395316,-0.26275063,1.1640587,1.2339518
40,963.0,193.0,925.52954,182.00304,-2.2393851,-6.784595,36.15471,-0.31423283,-0.26284933,1.1646805,1.2346306
41,983.0,193.0,943.369,179.8554,-2.0885315,-6.7915573,36.191925,-0.31446648,-0.26292038,1.1652374,1.2352306
42,1003.0,193.0,961.2984,177.68613,-1.9373636,-6.7985725,36.229206,-0.31457496,-0.26291466,1.1654587,1.2354656
43,1024.0,193.0,980.2139,175.39673,-1.7782956,-6.8059306,36.268307,-0.31483066,-0.2629652,1.1659508,1.2360058
44,1044.0,193.0,998.3376,173.19724,-1.6264895,-6.813015,36.305805,-0.31501114,-0.2630148,1.1663322,1.2364222
45,1064.0,193.0,1016.5523,170.97617,-1.4743652,-6.8201485,36.343353,-0.31520295,-0.26307678,1.1666527,1.2367865
46,1084.0,193.0,1034.8481,168.7727,-1.3219265,-6.827153,36.380802,-0.3153745,-0.2630725,1.1669693,1.237128
47,1105.0,193.0,1054.1698,166.43576,-1.1615286,-6.8345876,36.420326,-0.31556332,-0.26304674,1.1672325,1.2374189
48,1125.0,193.0,1072.6757,164.18335,-1.0084431,-6.8417544,36.45813,-0.3157289,-0.2630558,1.1674995,1.237715
49,476.0,214.0,517.75806,249.46202,-5.819558,-6.4668274,35.27469,-0.3063531,-0.2609496,1.1486778,1.2171309
50,497.0,214.0,534.9547,249.00742,-5.6704373,-6.4688888,35.319916,-0.30742168,-0.26175737,1.1522522,1.2209464
51,537.0,214.0,568.44977,245.34285,-5.385747,-6.4853168,35.41335,-0.30875683,-0.26228333,1.1554184,1.2243835
52,557.0,214.0,584.2559,244.07405,-5.2407894,-6.4887595,35.445576,-0.3090868,-0.26224756,1.1558075,1.2248263
53,578.0,214.0,600.71906,241.44682,-5.087581,-6.4971023,35.47659,-0.31026793,-0.2630601,1.1618423,1.2309933
54,598.0,214.0,617.2715,239.26678,-4.9430203,-6.505542,35.51706,-0.30934572,-0.26156855,1.1535378,1.2226048
55,618.0,214.0,633.5064,237.17593,-4.7974114,-6.51268,35.552162,-0.30933905,-0.26226187,1.1524544,1.2217295
56,638.0,214.0,649.6596,234.61917,-4.6511207,-6.521299,35.585155,-0.3102274,-0.26227665,1.1570816,1.226323
57,659.0,214.0,668.0068,233.1409,-4.4997587,-6.5284414,35.63755,-0.3109889,-0.26242018,1.159935,1.2292386
58,679.0,214.0,683.67596,231.29932,-4.351919,-6.5326395,35.66181,-0.31078196,-0.26152658,1.1566124,1.2258605
59,699.0,214.0,700.6363,230.52545,-4.206087,-6.5352993,35.702576,-0.3111062,-0.2620511,1.1577568,1.2271343
60,720.0,214.0,717.9981,227.15967,-4.0511847,-6.547089,35.738297,-0.31129694,-0.2603774,1.1568985,1.2260165
61,740.0,214.0,735.14154,224.34946,-3.904246,-6.5578885,35.779476,-0.31084228,-0.25655413,1.1487656,1.2174175
62,760.0,214.0,751.6949,223.79573,-3.7565246,-6.558103,35.81151,-0.31235504,-0.26220322,1.161377,1.2308991
63,780.0,214.0,768.9885,221.20111,-3.6089723,-6.5679426,35.85258,-0.3125162,-0.2623539,1.1612015,1.2308066
64,801.0,214.0,786.4964,218.76544,-3.4527721,-6.575406,35.885754,-0.31248927,-0.26167774,1.1589813,1.2285612
65,821.0,214.0,803.54834,216.82387,-3.3041978,-6.5816393,35.92134,-0.3126917,-0.26178646,1.1590233,1.2286755
66,841.0,214.0,820.42804,215.05508,-3.1550636,-6.586579,35.953526,-0.31350875,-0.26384974,1.1659164,1.2358259
67,861.0,214.0,837.7704,213.37386,-3.0061135,-6.591998,35.99084,-0.31342053,-0.26309633,1.1632385,1.2331164
68,882.0,214.0,856.0039,211.5333,-2.8492928,-6.597805,36.029175,-0.31369376,-0.26318312,1.1641731,1.234086
69,902.0,214.0,873.6944,209.22119,-2.69974,-6.606049,36.068928,-0.31391478,-0.26317406,1.1644936,1.2344425
70,922.0,214.0,891.1002,207.32938,-2.5495985,-6.611767,36.10375,-0.31405306,-0.26300097,1.1645775,1.23452
71,943.0,214.0,909.85767,204.7453,-2.3918471,-6.62096,36.145554,-0.31434083,-0.26292992,1.1651726,1.2351395
72,963.0,214.0,927.6948,202.56825,-2.2412355,-6.6282983,36.18384,-0.31456828,-0.26318884,1.1657181,1.235767
73,983.0,214.0,945.6796,200.5302,-2.0903835,-6.6351876,36.222954,-0.31469965,-0.26325464,1.1659088,1.2359945
74,1003.0,214.0,963.7155,198.26706,-1.939125,-6.642842,36.261612,-0.3148588,-0.26321125,1.1662674,1.236364
75,1024.0,214.0,982.61005,195.8734,-1.7798598,-6.6505976,36.300396,-0.3151474,-0.2631855,1.1666298,1.2367738
76,1044.0,214.0,1000.82965,193.618,-1.6279485,-6.6581454,36.339127,-0.31532347,-0.2632308,1.1669312,1.2371126
77,1064.0,214.0,1019.0814,191.5234,-1.4757192,-6.6648993,36.377117,-0.31537962,-0.26328754,1.1671829,1.2373766
78,1084.0,214.0,1037.3856,189.4288,-1.323153,-6.6715326,36.414635,-0.3155738,-0.2633314,1.1675186,1.237752
79,1105.0,214.0,1056.6907,187.08418,-1.1625812,-6.678995,36.453896,-0.31589913,-0.2633276,1.1679459,1.2382371
80,1125.0,214.0,1075.2483,184.88206,-1.0093712,-6.6861143,36.492336,-0.31606948,-0.26336002,1.1681519,1.2384818
81,1145.0,214.0,1093.9528,182.70438,-0.85586196,-6.693219,36.531517,-0.316114,-0.26332855,1.1684113,1.2387311
82,1165.0,214.0,1112.5522,180.47859,-0.70196074,-6.700036,36.56812,-0.31619257,-0.26332998,1.1686211,1.2389494
83,1186.0,214.0,1132.2949,178.12912,-0.5400545,-6.707445,36.60805,-0.31633997,-0.26335812,1.1687508,1.2391154
84,1206.0,214.0,1151.1434,175.84933,-0.38551357,-6.714513,36.645447,-0.3164424,-0.2633252,1.168827,1.2392064
85,1226.0,214.0,1170.0936,173.58261,-0.23066272,-6.721503,36.68294,-0.31655896,-0.26331282,1.1689377,1.2393379
86,1247.0,214.0,1190.0956,171.21207,-0.06773298,-6.7287655,36.72236,-0.3166851,-0.26333332,1.1689987,1.2394321
87,1267.0,214.0,1209.2822,168.92387,0.08776896,-6.7358403,36.760414,-0.31679785,-0.26332283,1.169117,1.2395703
88,1287.0,214.0,1228.602,166.63629,0.24359286,-6.7429485,36.798958,-0.316894,-0.26330805,1.1691666,1.2396384
89,1307.0,214.0,1247.9963,164.34592,0.39973798,-6.7499747,36.837208,-0.31688946,-0.26326513,1.1690903,1.2395562
90,1328.0,214.0,1268.4816,161.91159,0.56404585,-6.757451,36.87759,-0.31696868,-0.26322746,1.1691246,1.2396008
91,1348.0,214.0,1288.1204,159.59958,0.72086555,-6.764561,36.916412,-0.3170461,-0.26317167,1.1689987,1.23949
92,1368.0,214.0,1307.8865,157.25684,0.87802637,-6.771803,36.955597,-0.3171305,-0.26315546,1.1689796,1.2394902
93,1388.0,214.0,1327.7815,154.90326,1.0355288,-6.779102,36.995155,-0.31717157,-0.26309538,1.1687965,1.2393153
94,1409.0,214.0,1348.859,152.4219,1.2012975,-6.7869234,37.037704,-0.31714052,-0.26305532,1.1685371,1.2390542
95,1429.0,214.0,1369.0103,150.03685,1.3595139,-6.7943487,37.077877,-0.3171395,-0.26300335,1.1683998,1.2389133
96,1449.0,214.0,1389.2375,147.63641,1.5180575,-6.8017273,37.117714,-0.31714892,-0.26290464,1.168087,1.2385998
97,1470.0,214.0,1410.5913,145.10828,1.6848918,-6.8094606,37.159588,-0.3171643,-0.26286125,1.1678009,1.2383248
98,1490.0,214.0,1431.0162,142.69667,1.8441136,-6.8167505,37.199223,-0.31719077,-0.26280642,1.1676216,1.2381508
99,1510.0,214.0,1451.5472,140.2577,2.003675,-6.824097,37.238873,-0.31717277,-0.2627139,1.1671753,1.2377057
100,1530.0,214.0,1472.1908,137.82002,2.163573,-6.8314033,37.278603,-0.3171177,-0.26262045,1.1667404,1.2372617
101,497.0,234.0,498.17834,267.23297,-5.589549,-6.237628,34.81894,-0.3029313,-0.25723457,1.1313629,1.1991327
102,1024.0,234.0,983.79016,215.31372,-1.7806069,-6.500264,36.316387,-0.31690633,-0.26490927,1.1738815,1.2444293
103,1044.0,234.0,999.72015,213.08182,-1.6272376,-6.502786,36.32481,-0.31680357,-0.26464748,1.1729698,1.2434874
104,1165.0,234.0,1114.3964,200.30305,-0.7024093,-6.5498834,36.592716,-0.31769103,-0.26224518,1.1660423,1.2366709
105,1186.0,234.0,1134.5482,198.50069,-0.5405899,-6.556092,36.637966,-0.31788003,-0.2639122,1.1720848,1.2427711
106,1206.0,234.0,1153.8578,196.69173,-0.38608685,-6.5623674,36.681335,-0.31750926,-0.26367712,1.1704445,1.2410794
107,1226.0,234.0,1172.5859,193.61057,-0.23086461,-6.572064,36.715904,-0.31695047,-0.26356792,1.1697617,1.2402693
108,1247.0,234.0,1192.6769,191.16241,-0.06776102,-6.5798535,36.75643,-0.3168344,-0.26351643,1.1695366,1.2400165
109,1267.0,234.0,1211.8568,188.93144,0.08788386,-6.586728,36.794353,-0.31692478,-0.26351166,1.1695328,1.2400349
110,1287.0,234.0,1231.1573,186.68997,0.24385132,-6.5936527,36.832596,-0.3170038,-0.2634864,1.1695709,1.2400857
111,1307.0,234.0,1250.5488,184.46019,0.40013644,-6.6004763,36.870766,-0.3170631,-0.26345634,1.1696548,1.2401736
112,1328.0,234.0,1271.0349,182.08179,0.5645929,-6.607778,36.91111,-0.31714436,-0.26340485,1.1696815,1.2402086
113,1348.0,234.0,1290.6783,179.81897,0.7215559,-6.614745,36.949944,-0.3171942,-0.26335812,1.169548,1.2400856
114,1368.0,234.0,1310.4558,177.52231,0.87886286,-6.621869,36.98923,-0.31727892,-0.26338243,1.1695061,1.2400728
115,1388.0,234.0,1330.3607,175.22037,1.0365103,-6.629026,37.02887,-0.31728554,-0.26327515,1.1691628,1.239728
116,1409.0,234.0,1351.2694,173.49008,1.2022008,-6.633675,37.069202,-0.31760943,-0.26352978,1.1700478,1.2406996
117,1429.0,234.0,1371.33,171.22163,1.3604935,-6.6405063,37.10817,-0.31798267,-0.26375198,1.1728096,1.2434471
118,1449.0,234.0,1391.8296,168.5327,1.5193814,-6.6495857,37.15145,-0.31816304,-0.26406097,1.1725426,1.2433069
119,1470.0,234.0,1413.3231,166.34955,1.6863773,-6.656347,37.19506,-0.31810653,-0.26401424,1.1696968,1.240599
120,1490.0,234.0,1433.7319,163.49268,1.8458512,-6.665322,37.23444,-0.31769454,-0.2631669,1.1685066,1.239191
121,1510.0,234.0,1454.1991,160.95459,2.0055516,-6.6729465,37.273224,-0.31761837,-0.26306915,1.1682816,1.2389385
122,1530.0,234.0,1474.8407,158.5314,2.1656005,-6.680232,37.31288,-0.3175137,-0.26295805,1.1678123,1.2384456
123,1551.0,234.0,1496.6625,156.02023,2.3340285,-6.687774,37.35494,-0.31735492,-0.2627473,1.1670113,1.2376047
124,1571.0,234.0,1517.4344,153.65747,2.4946728,-6.6945486,37.39346,-0.3172016,-0.2626009,1.1664925,1.2370452
125,1591.0,234.0,1538.279,151.24292,2.6556206,-6.7013955,37.431526,-0.3171115,-0.26251698,1.165966,1.2365079
126,1611.0,234.0,1559.3235,148.817,2.8169749,-6.708423,37.470737,-0.3170755,-0.2623844,1.165451,1.2359849
127,1632.0,234.0,1581.6017,146.25546,2.9868157,-6.7159305,37.512695,-0.31704545,-0.26227617,1.1648674,1.2354039
128,1652.0,234.0,1602.9497,143.8056,3.1489322,-6.7231016,37.552856,-0.31701803,-0.26218414,1.1642914,1.2348341
129,1672.0,234.0,1624.3873,141.33632,3.3113644,-6.7302485,37.59273,-0.31694365,-0.26205158,1.1636467,1.234179
130,1692.0,234.0,1645.9741,138.86893,3.4741716,-6.737411,37.633057,-0.31686378,-0.26189804,1.1629753,1.2334929
131,1713.0,234.0,1668.7823,136.25174,3.6455114,-6.745013,37.675625,-0.31681728,-0.26176167,1.162281,1.2327975
132,1733.0,234.0,1690.6276,133.74094,3.8090506,-6.7522783,37.716225,-0.3167019,-0.2615943,1.1615181,1.232013
133,1753.0,234.0,1712.6233,131.23709,3.9729724,-6.759536,37.757248,-0.31656218,-0.26140928,1.1607285,1.2311933
134,1774.0,234.0,1735.8799,128.58655,4.1455116,-6.767249,37.800743,-0.31642675,-0.26126814,1.15979,1.2302438
135,1794.0,234.0,1758.214,126.04396,4.310283,-6.774736,37.84295,-0.31632447,-0.26111126,1.1589317,1.229375
136,1814.0,234.0,1780.6217,123.477554,4.4753466,-6.7821646,37.88458,-0.31622934,-0.26095247,1.1580772,1.2285113
137,1834.0,234.0,1803.0796,120.93292,4.6406484,-6.789319,37.925335,-0.31615448,-0.26079416,1.1572113,1.2276422
138,1855.0,234.0,1826.8274,118.23783,4.8146434,-6.7969317,37.96857,-0.31599522,-0.2605605,1.1560631,1.2264692
139,1875.0,234.0,1849.5737,115.64498,4.9807177,-6.8042293,38.009785,-0.315876,-0.26037025,1.1549911,1.2253877
140,1895.0,234.0,1872.4949,113.0475,5.1472225,-6.811591,38.051624,-0.31580257,-0.26018524,1.1539688,1.2243658
141,1915.0,234.0,1895.5094,110.455124,5.3140216,-6.818818,38.093067,-0.31564283,-0.25995636,1.152935,1.2233016
142,497.0,255.0,492.37045,286.41364,-5.576948,-6.0706215,34.74093,-0.30237532,-0.25857353,1.1274757,1.1956139
143,1125.0,255.0,1042.8027,226.86865,-0.9976036,-6.297368,36.070744,-0.31603903,-0.26470423,1.1720238,1.2424124
144,1226.0,255.0,1175.0668,214.80505,-0.23109965,-6.4139595,36.748787,-0.3179654,-0.26403332,1.1713333,1.24211
145,1247.0,255.0,1195.3463,212.11314,-0.06778971,-6.423119,36.791733,-0.31699473,-0.26367426,1.1700897,1.2406126
146,1267.0,255.0,1214.5299,209.95175,0.08800136,-6.4297724,36.829655,-0.31705716,-0.26365376,1.1700668,1.2406026
147,1287.0,255.0,1233.8268,207.76064,0.24411884,-6.4365325,36.8678,-0.31709635,-0.26361418,1.1699905,1.2405323
148,1307.0,255.0,1253.2448,205.58037,0.40055746,-6.4432592,36.906265,-0.31723046,-0.26361465,1.1701355,1.2407033
149,1328.0,255.0,1273.7567,203.26071,0.56517583,-6.4504285,36.946888,-0.31726432,-0.26356506,1.1700401,1.2406116
150,1348.0,255.0,1293.4094,201.03601,0.72229576,-6.4573064,36.985798,-0.3173252,-0.2635541,1.16996,1.2405493
151,1368.0,255.0,1313.1882,198.82967,0.87974626,-6.4641247,37.02505,-0.3173989,-0.26351213,1.1699791,1.2405772
152,1388.0,255.0,1332.8927,196.55899,1.0374799,-6.4707856,37.062057,-0.31755584,-0.26358223,1.1701889,1.2408301
153,1571.0,255.0,1520.053,175.06448,2.4970775,-6.5365663,37.427322,-0.31882286,-0.2635274,1.1706886,1.2416146
154,1591.0,255.0,1540.7606,173.13446,2.6579492,-6.541372,37.463608,-0.3175857,-0.26286507,1.16716,1.2378292
155,1611.0,255.0,1562.1875,170.8279,2.819781,-6.548767,37.507595,-0.31716847,-0.26256704,1.165802,1.2363784
156,1632.0,255.0,1584.4739,168.3335,2.989789,-6.5560856,37.549603,-0.3171389,-0.26244736,1.1652756,1.235849
157,1652.0,255.0,1605.8235,165.9388,3.1520603,-6.563098,37.58973,-0.31713963,-0.26236582,1.1647911,1.2353752
158,1672.0,255.0,1627.2771,163.54001,3.314659,-6.5700583,37.62975,-0.31706715,-0.26224613,1.1641464,1.2347232
159,1692.0,255.0,1648.8699,161.12677,3.4776268,-6.577076,37.670086,-0.31693673,-0.26208973,1.1633759,1.23393
160,1713.0,255.0,1671.685,158.5744,3.6491342,-6.5844975,37.712685,-0.31690955,-0.26196337,1.1627312,1.2332883
161,1733.0,255.0,1693.57,156.13617,3.812872,-6.591617,37.753723,-0.31682682,-0.2617941,1.1619987,1.2325406
162,1753.0,255.0,1715.5773,153.67926,3.9769652,-6.5987673,37.79483,-0.31668067,-0.26161098,1.1611519,1.2316658
163,1774.0,255.0,1739.0042,151.10007,4.149894,-6.606598,37.84038,-0.31665444,-0.26178932,1.1617393,1.2322508
164,1794.0,255.0,1760.1954,149.06134,4.313131,-6.610025,37.868378,-0.31730676,-0.2617855,1.1624222,1.2330614
165,1814.0,255.0,1783.3579,146.37514,4.479432,-6.6194253,37.9193,-0.31800747,-0.26160145,1.1625977,1.2333683
166,1834.0,255.0,1805.7178,143.89342,4.644728,-6.626207,37.958794,-0.31855583,-0.26207113,1.1616096,1.2326784
167,1855.0,255.0,1829.3304,141.09718,4.818693,-6.6339765,38.00031,-0.31874847,-0.26136446,1.1594925,1.2305831
168,1875.0,255.0,1851.3541,139.61101,4.9835143,-6.635882,38.032623,-0.3181677,-0.26244068,1.1616364,1.232682
169,1895.0,255.0,1874.4506,136.59204,5.1505065,-6.6451764,38.07657,-0.31761837,-0.26176357,1.1598244,1.2306885
170,1915.0,255.0,1898.4463,133.9715,5.3190913,-6.654466,38.129982,-0.31646252,-0.26076746,1.1545486,1.2252064
171,1936.0,255.0,1922.7024,131.21655,5.4947047,-6.6620836,38.172886,-0.316185,-0.26032972,1.1532745,1.223841
172,1956.0,255.0,1945.8948,128.30066,5.6622987,-6.6702633,38.213257,-0.31554604,-0.25986958,1.1512299,1.2216512
173,1976.0,255.0,1969.2981,125.61087,5.830335,-6.677729,38.25464,-0.31532001,-0.25955915,1.1498528,1.220229
174,497.0,275.0,491.12708,305.99554,-5.574527,-5.9158916,34.72422,-0.30237055,-0.2583213,1.126934,1.1950474
175,517.0,275.0,511.6018,304.71188,-5.442995,-5.9298644,34.821938,-0.307055,-0.2615986,1.1477165,1.2165401
176,760.0,275.0,710.73755,282.89536,-3.6989708,-6.005544,35.26473,-0.3119583,-0.2632637,1.1598282,1.2295638
177,780.0,275.0,727.358,281.0694,-3.5530498,-6.011119,35.29765,-0.3120675,-0.2630391,1.1588898,1.2286582
178,801.0,275.0,746.0306,279.16626,-3.400989,-6.0192127,35.34717,-0.3117106,-0.26184702,1.1521606,1.2219663
179,821.0,275.0,762.54156,277.26724,-3.2540915,-6.0244474,35.376534,-0.31300545,-0.26323366,1.1628189,1.2326443
180,841.0,275.0,780.3126,275.3999,-3.108327,-6.03194,35.421394,-0.31325126,-0.26334095,1.1629028,1.232809
181,861.0,275.0,797.6228,273.50906,-2.96158,-6.0383797,35.459145,-0.31352472,-0.2634077,1.1635551,1.233508
182,922.0,275.0,850.845,267.3975,-2.5118945,-6.058981,35.573277,-0.3142619,-0.26353025,1.1649971,1.2350818
183,943.0,275.0,869.28894,265.84283,-2.3564756,-6.06374,35.611816,-0.3144915,-0.26358032,1.1654778,1.2356043
184,983.0,275.0,904.74524,261.66144,-2.0592902,-6.077584,35.686172,-0.3149755,-0.26406622,1.1681557,1.2383571
185,1044.0,275.0,959.79224,255.60391,-1.6039326,-6.097806,35.80369,-0.3155552,-0.26417065,1.169651,1.2399374
186,1064.0,275.0,978.2189,253.42117,-1.454045,-6.1055245,35.84484,-0.31564295,-0.263721,1.167881,1.2381943
187,1084.0,275.0,996.9812,251.43425,-1.3039714,-6.112944,35.889168,-0.31585526,-0.26339817,1.1668968,1.2372515
188,1105.0,275.0,1016.5516,249.49089,-1.145928,-6.1196885,35.93279,-0.31627846,-0.26441002,1.1716652,1.2420725
189,1125.0,275.0,1033.6311,247.32477,-0.9943811,-6.1239862,35.95315,-0.31631023,-0.2648182,1.1741562,1.2445174
190,1145.0,275.0,1052.6936,245.30292,-0.8432845,-6.1314735,35.997818,-0.31693792,-0.26825762,1.1909904,1.261297
191,1165.0,275.0,1072.349,243.51775,-0.69199115,-6.1390133,36.048885,-0.31658572,-0.2651415,1.1728592,1.2434328
192,1186.0,275.0,1091.8411,240.65659,-0.53220993,-6.1481795,36.08659,-0.31705403,-0.264915,1.1843948,1.25439
193,1206.0,275.0,1112.3099,238.86958,-0.38019222,-6.1568766,36.145576,-0.31663543,-0.2639265,1.1700325,1.2405205
194,1226.0,275.0,1178.1381,234.04832,-0.2311813,-6.268217,36.78944,-0.3197243,-0.26478672,1.1742477,1.2454691
195,1247.0,275.0,1197.8757,232.07356,-0.06781834,-6.2735314,36.82524,-0.3171675,-0.26384735,1.1705933,1.2411685
196,1267.0,275.0,1217.0857,229.95985,0.088116154,-6.2800903,36.863457,-0.317159,-0.26379538,1.1704903,1.2410581
197,1287.0,275.0,1236.3815,227.82487,0.24437563,-6.2866683,36.901543,-0.31720614,-0.26376915,1.1704445,1.2410214
198,1307.0,275.0,1255.8153,225.70384,0.40095744,-6.293235,36.940166,-0.31730512,-0.26376486,1.1704636,1.2410638
199,1328.0,275.0,1276.3394,223.43181,0.5657299,-6.300284,36.9809,-0.31733382,-0.26372004,1.1703644,1.2409681
200,1348.0,275.0,1296.0226,221.28302,0.72299546,-6.3069677,37.020153,-0.31738982,-0.26367998,1.1702538,1.2408695
201,1368.0,275.0,1315.8055,219.1091,0.8805964,-6.3137054,37.059414,-0.31747234,-0.2636094,1.1702805,1.2409009
202,1388.0,275.0,1336.1846,216.14246,1.038874,-6.324415,37.105076,-0.31779963,-0.26389313,1.1714592,1.2421565
203,1591.0,275.0,1542.9243,193.46342,2.6601052,-6.390282,37.491676,-0.317935,-0.26267672,1.1661224,1.2369007
204,1611.0,275.0,1564.9146,191.80362,2.8224552,-6.396391,37.542755,-0.31729698,-0.26277685,1.1662292,1.2368588
205,1632.0,275.0,1587.1982,189.35297,2.992616,-6.403583,37.584667,-0.3172598,-0.2626443,1.1656914,1.2363139
206,1652.0,275.0,1608.5535,187.02347,3.1550355,-6.410404,37.624813,-0.31725287,-0.26254416,1.1651764,1.2358053
207,1672.0,275.0,1630.0369,184.67148,3.3178139,-6.417291,37.665154,-0.31718278,-0.26244116,1.1645813,1.2352043
208,1692.0,275.0,1651.6494,182.31639,3.4809492,-6.424173,37.70569,-0.3170452,-0.26227856,1.1637764,1.2343756
209,1713.0,275.0,1674.4697,179.84433,3.652612,-6.43135,37.74829,-0.3169856,-0.2621317,1.1630669,1.2336602
210,1733.0,275.0,1696.3553,177.45932,3.8164976,-6.438316,37.789284,-0.31689382,-0.26196623,1.1623535,1.2329289
211,1753.0,275.0,1718.3829,175.05759,3.9807634,-6.445342,37.83059,-0.31674457,-0.26178122,1.1615143,1.23206
212,1774.0,275.0,1742.0581,171.78795,4.1543436,-6.4562297,37.87916,-0.31715584,-0.26269484,1.1658783,1.2364743
213,1875.0,275.0,1850.2312,159.7135,4.9822645,-6.479929,38.019707,-0.3184104,-0.26650667,1.1976547,1.2675914
214,1976.0,275.0,1972.117,147.74338,5.83574,-6.5220838,38.289932,-0.31577206,-0.25994444,1.1509514,1.2214631
