,meshL_x,meshL_y,meshR_x,meshR_y,ref_x,ref_y,ref_z,disp01_x,disp01_y,disp01_z,disp01
1333,801.0,890.0,866.6332,859.19775,-3.5598621,-1.4960692,37.00413,-0.31606746,-0.26746,1.1721992,1.2431751
1334,821.0,890.0,884.0309,858.7708,-3.4068518,-1.4976833,37.043148,-0.31631684,-0.26748633,1.1727791,1.243791
1335,841.0,890.0,901.53796,858.3436,-3.2535458,-1.4993044,37.082554,-0.31653523,-0.26755798,1.1733322,1.2443835
1336,861.0,890.0,919.1464,857.90967,-3.0999281,-1.500955,37.122227,-0.31676865,-0.26760805,1.1738358,1.2449284
1337,882.0,890.0,937.6944,857.45233,-2.9382346,-1.5026693,37.163456,-0.317039,-0.2676593,1.1745377,1.2456701
1338,902.0,890.0,955.4569,857.0283,-2.7839134,-1.5042527,37.202892,-0.31722546,-0.26769722,1.1749954,1.2461573
1339,922.0,890.0,973.3147,856.60144,-2.6292694,-1.505845,37.24248,-0.3174255,-0.26775122,1.1754532,1.2466514
1340,943.0,890.0,992.1403,856.1378,-2.4665163,-1.5075611,37.283813,-0.31765842,-0.26778388,1.1759605,1.2471962
1341,963.0,890.0,1010.1653,855.702,-2.311179,-1.5091676,37.32329,-0.31783557,-0.26781464,1.1763153,1.2475824
1342,983.0,890.0,1028.287,855.2505,-2.1555154,-1.5108343,37.362915,-0.31798577,-0.26787257,1.1766357,1.2479352
1343,1003.0,890.0,1046.4996,854.8078,-1.9995198,-1.5124584,37.40259,-0.31815577,-0.2678728,1.1770782,1.2483958
1344,1024.0,890.0,1065.7203,854.3383,-1.835365,-1.5141745,37.444294,-0.31834388,-0.26792717,1.1775703,1.2489194
1345,1044.0,890.0,1084.1339,853.89514,-1.6786937,-1.5157928,37.484253,-0.31849027,-0.26794553,1.1779671,1.2493347
1346,1064.0,890.0,1102.6565,853.4413,-1.521695,-1.5174555,37.524494,-0.3186525,-0.26794493,1.1782913,1.2496817
1347,1084.0,890.0,1121.2789,852.9925,-1.3643612,-1.5190938,37.564865,-0.3187654,-0.2679721,1.1785431,1.2499537
1348,1105.0,890.0,1140.913,852.51227,-1.198785,-1.5208313,37.607018,-0.3188653,-0.26802242,1.1788025,1.2502346
1349,1125.0,890.0,1159.7,852.0692,-1.0407436,-1.5224167,37.647087,-0.3189646,-0.2680589,1.1790314,1.2504835
1350,1145.0,890.0,1178.624,851.59796,-0.8823764,-1.5241286,37.687775,-0.3189928,-0.2680645,1.1790962,1.250553
1351,1165.0,890.0,1197.6484,851.13556,-0.7236674,-1.5257998,37.728565,-0.31907415,-0.26804447,1.1791496,1.2506199
1352,1186.0,890.0,1217.7245,850.66144,-0.55665195,-1.5274987,37.771393,-0.31916422,-0.26800895,1.1792679,1.2507467
1353,1206.0,890.0,1236.9492,850.20496,-0.3972368,-1.5291308,37.812286,-0.31927934,-0.26799726,1.179451,1.2509462
1354,1226.0,890.0,1256.2837,849.72504,-0.2374757,-1.5308541,37.85338,-0.31936955,-0.26801753,1.1794891,1.2510096
1355,1247.0,890.0,1276.6757,849.23126,-0.06935257,-1.5326066,37.89635,-0.31938738,-0.26799715,1.179451,1.2509737
1356,1267.0,890.0,1296.216,848.764,0.09112014,-1.5342641,37.937553,-0.31947392,-0.2679832,1.1795273,1.2510648
1357,1287.0,890.0,1315.883,848.28534,0.25194463,-1.5359719,37.979153,-0.3195277,-0.2679689,1.1794968,1.2510467
1358,1307.0,890.0,1335.6562,847.8053,0.41312233,-1.5376793,38.02086,-0.31955454,-0.2679534,1.179409,1.2509675
1359,1328.0,890.0,1356.5244,847.31573,0.5827378,-1.539404,38.06464,-0.3195658,-0.26793313,1.1792984,1.2508618
1360,1348.0,890.0,1376.9019,847.4042,0.7447163,-1.5390602,38.111786,-0.3197285,-0.26802468,1.1794968,1.25111
1361,1551.0,890.0,1585.6134,842.10596,2.4082904,-1.5573392,38.536003,-0.3197112,-0.2677493,1.1771317,1.248817
1362,1571.0,890.0,1606.7852,841.3492,2.574183,-1.5599928,38.577957,-0.31912208,-0.26743293,1.1754913,1.2470522
1363,1591.0,890.0,1628.118,840.83563,2.740466,-1.5617206,38.620586,-0.31901407,-0.267408,1.1748734,1.2464367
1364,1611.0,890.0,1649.5481,840.33746,2.9070945,-1.5633713,38.663017,-0.31893516,-0.2673651,1.1743584,1.2459219
1365,1632.0,890.0,1672.2021,839.8103,3.082474,-1.5651244,38.707985,-0.31883383,-0.26730478,1.1737366,1.2452968
1366,1652.0,890.0,1693.9265,839.3034,3.2499096,-1.5668175,38.751244,-0.31876206,-0.26723897,1.1731873,1.2447467
1367,1672.0,890.0,1715.7784,838.7863,3.4177265,-1.5685452,38.79467,-0.3187065,-0.2671858,1.1725464,1.244117
1368,1692.0,890.0,1737.7646,838.2596,3.5859334,-1.5703079,38.838333,-0.31864667,-0.26710725,1.1719589,1.2435311
1369,1713.0,890.0,1761.196,837.74536,3.7632265,-1.5721062,38.887077,-0.31859565,-0.26705146,1.1717033,1.2432653
1370,1915.0,890.0,1990.7716,832.3316,5.4859405,-1.5892692,39.32142,-0.32028818,-0.2667457,1.1623573,1.2348329
1371,1936.0,890.0,2016.582,831.70593,5.669409,-1.5917996,39.382153,-0.3172636,-0.2658887,1.1606789,1.2322859
1372,436.0,910.0,565.91187,884.77185,-6.3022137,-1.3151499,36.337803,-0.31014633,-0.2660576,1.1576576,1.2276598
1373,456.0,910.0,581.48224,884.4439,-6.1539493,-1.3162987,36.370384,-0.31045341,-0.26614714,1.1584435,1.2284977
1374,476.0,910.0,597.5233,884.1595,-6.0063734,-1.3174545,36.408806,-0.31087637,-0.26625228,1.1594162,1.2295448
1375,497.0,910.0,614.4267,883.7965,-5.851027,-1.3189228,36.4489,-0.31128216,-0.26634777,1.1603699,1.2305673
1376,517.0,910.0,630.62524,883.4385,-5.7028046,-1.3203783,36.48746,-0.31161833,-0.2664466,1.1612473,1.2315011
1377,537.0,910.0,646.90796,883.0747,-5.5542808,-1.3218565,36.526184,-0.3120222,-0.26654553,1.1622086,1.2325312
1378,557.0,910.0,663.2512,882.72595,-5.4054017,-1.3232586,36.564713,-0.31236124,-0.2666185,1.1629906,1.2333702
1379,578.0,910.0,680.503,882.3581,-5.2487516,-1.3247361,36.605343,-0.3127427,-0.26670718,1.1639214,1.2343637
1380,598.0,910.0,697.01196,881.99646,-5.0992293,-1.3261842,36.64407,-0.31308174,-0.26679254,1.164711,1.2352126
1381,618.0,910.0,713.60034,881.63617,-4.949388,-1.3276218,36.682854,-0.31341076,-0.2668438,1.1655502,1.2360984
1382,638.0,910.0,730.2562,881.2738,-4.7992024,-1.3290566,36.72152,-0.31374502,-0.26694667,1.1662903,1.2369032
1383,659.0,910.0,747.83984,880.8811,-4.6411777,-1.3306127,36.762302,-0.31409073,-0.2670257,1.1672249,1.2378892
1384,679.0,910.0,764.66547,880.5141,-4.490343,-1.3320583,36.80115,-0.31437683,-0.26708496,1.1680183,1.2387228
1385,699.0,910.0,781.5688,880.1549,-4.33918,-1.3334646,36.840004,-0.31463957,-0.26715672,1.1687317,1.2394775
1386,720.0,910.0,799.41296,879.76526,-4.1801233,-1.3349906,36.880962,-0.31496477,-0.26720893,1.1695557,1.2403482
1387,740.0,910.0,816.4705,879.39624,-4.028275,-1.3364196,36.91972,-0.31530046,-0.2673254,1.1703224,1.2411816
1388,760.0,910.0,833.6138,879.0289,-3.8761084,-1.3378373,36.958565,-0.31562352,-0.26740038,1.1711121,1.2420244
1389,780.0,910.0,850.8686,878.66284,-3.7236586,-1.3392576,36.997868,-0.31590033,-0.26746368,1.1716995,1.2426623
1390,801.0,910.0,869.0608,878.2552,-3.563211,-1.3408309,37.038963,-0.3161428,-0.26755738,1.1722946,1.2433052
1391,821.0,910.0,886.4651,877.8707,-3.4100578,-1.3423038,37.07803,-0.3163743,-0.26757157,1.1729317,1.2439678
1392,841.0,910.0,903.986,877.4923,-3.256618,-1.3437608,37.11759,-0.3166206,-0.26765501,1.1734695,1.2445556
1393,861.0,910.0,921.58777,877.1066,-3.102841,-1.3452393,37.15713,-0.3168807,-0.26771188,1.1740341,1.2451663
1394,882.0,910.0,940.1422,876.7014,-2.940996,-1.3467764,37.198406,-0.31709123,-0.2677157,1.1745834,1.2457386
1395,902.0,910.0,957.9055,876.3223,-2.7865245,-1.3482078,37.237812,-0.31729484,-0.2677523,1.1751862,1.2463666
1396,922.0,910.0,975.7743,875.9463,-2.6317406,-1.3496293,37.277515,-0.31752396,-0.26780784,1.1757545,1.2469728
1397,943.0,910.0,994.61993,875.52985,-2.4688475,-1.3511974,37.319084,-0.31773376,-0.26785767,1.1762161,1.2474722
1398,963.0,910.0,1012.6505,875.1472,-2.3133633,-1.3526235,37.3586,-0.31789613,-0.2679038,1.176506,1.2477968
1399,983.0,910.0,1030.7941,874.7505,-2.1575658,-1.3541113,37.398487,-0.3180406,-0.26794183,1.1769142,1.2482266
1400,1003.0,910.0,1049.0162,874.35046,-2.0014243,-1.3556006,37.43825,-0.3181901,-0.2679603,1.1772537,1.2485888
1401,1024.0,910.0,1068.2358,873.94635,-1.8371085,-1.357088,37.479897,-0.3183521,-0.26798117,1.1776505,1.2490087
1402,1044.0,910.0,1086.6544,873.5495,-1.6802876,-1.3585554,37.51988,-0.31850123,-0.26801395,1.1780205,1.2494025
1403,1064.0,910.0,1105.1697,873.148,-1.5231323,-1.3600373,37.55997,-0.31868327,-0.26800597,1.1783714,1.2497782
1404,1084.0,910.0,1123.7974,872.7487,-1.3656493,-1.3615124,37.600376,-0.31877518,-0.268041,1.1786308,1.2500536
1405,1105.0,910.0,1143.4441,872.32825,-1.1999197,-1.3630531,37.64266,-0.3188902,-0.2680924,1.1789169,1.2503638
1406,1125.0,910.0,1162.2463,871.92676,-1.0417317,-1.364515,37.68289,-0.31899047,-0.26809847,1.1791039,1.2505668
1407,1145.0,910.0,1181.1674,871.51654,-0.8832114,-1.3660159,37.723495,-0.31904924,-0.26811445,1.1792336,1.2507076
1408,1165.0,910.0,1200.1897,871.10376,-0.7243497,-1.3675226,37.76421,-0.31915432,-0.26812458,1.1793938,1.2508876
1409,1186.0,910.0,1220.2767,870.681,-0.5571771,-1.369059,37.80714,-0.31922895,-0.26811385,1.1794891,1.2509943
1410,1206.0,910.0,1239.5138,870.26874,-0.39761165,-1.3705567,37.848156,-0.31928274,-0.26811922,1.179512,1.2510308
1411,1226.0,910.0,1258.8477,869.8478,-0.23769875,-1.3720813,37.889194,-0.3193696,-0.26809764,1.1795387,1.2510735
1412,1247.0,910.0,1279.2609,869.412,-0.06941701,-1.3736523,37.93241,-0.31944284,-0.26805925,1.1795845,1.2511271
1413,1267.0,910.0,1298.82,868.9985,0.09120882,-1.3751425,37.973827,-0.31950518,-0.2680651,1.179615,1.2511731
1414,1287.0,910.0,1318.4869,868.5817,0.25218612,-1.3766415,38.015377,-0.3195398,-0.26806235,1.1795769,1.2511454
1415,1307.0,910.0,1338.2748,868.158,0.41351867,-1.3781697,38.057236,-0.31958026,-0.26805186,1.1795578,1.2511355
1416,1328.0,910.0,1359.1643,867.7135,0.5833,-1.3797657,38.101257,-0.31960192,-0.26805258,1.1795235,1.2511088
1417,1348.0,910.0,1380.0394,867.9123,0.74556595,-1.3792297,38.15515,-0.3198781,-0.2683022,1.1812286,1.2528404
1418,1551.0,910.0,1588.9006,862.97833,2.4110959,-1.3965752,38.580738,-0.31973362,-0.2678386,1.1773949,1.24909
1419,1571.0,910.0,1609.5251,862.44244,2.576677,-1.3981767,38.615314,-0.31908393,-0.26754296,1.1755981,1.2471666
1420,1591.0,910.0,1630.8728,861.9837,2.7431288,-1.3997438,38.658085,-0.31898713,-0.26750028,1.1749878,1.2465575
1421,1611.0,910.0,1652.3195,861.53906,2.9099288,-1.4012414,38.700684,-0.31892586,-0.2674651,1.1744995,1.246074
1422,1632.0,910.0,1674.98,861.07465,3.0854778,-1.4028032,38.74568,-0.3188691,-0.26740634,1.1739235,1.2455039
1423,1652.0,910.0,1696.7025,860.6255,3.2530668,-1.4043181,38.788864,-0.31878066,-0.26733088,1.1733246,1.2449006
1424,1672.0,910.0,1718.5641,860.1707,3.4210494,-1.4058558,38.83236,-0.31867003,-0.26727057,1.1726723,1.2442445
1425,1692.0,910.0,1740.5642,859.7058,3.5894277,-1.4074323,38.876152,-0.31860757,-0.2672012,1.1719894,1.2435701
1426,1713.0,910.0,1764.1755,859.1771,3.7671168,-1.4094013,38.927216,-0.3186245,-0.2670889,1.1716499,1.2432302
1427,1915.0,910.0,1993.6644,854.48694,5.4912987,-1.4243188,39.35981,-0.3197837,-0.2666638,1.164444,1.236649
1428,1936.0,910.0,2019.6096,853.9881,5.6751795,-1.4264339,39.422237,-0.31720972,-0.2660632,1.1606598,1.2322917
1429,436.0,931.0,568.03296,903.9658,-6.3076105,-1.1545576,36.36892,-0.31018162,-0.26612353,1.1576118,1.2276399
1430,456.0,931.0,583.84143,903.71216,-6.1597977,-1.1555426,36.404945,-0.31059074,-0.266214,1.1586456,1.2287376
1431,476.0,931.0,599.8873,903.40466,-6.012079,-1.1568199,36.4434,-0.31097507,-0.26631594,1.1595802,1.2297382
1432,497.0,931.0,616.79846,903.0922,-5.8565903,-1.158105,36.48357,-0.31133938,-0.26642323,1.1604843,1.2307061
1433,517.0,931.0,633.0063,902.7831,-5.708237,-1.1593833,36.52223,-0.31171227,-0.2665242,1.1613503,1.2316388
1434,537.0,931.0,649.2961,902.46246,-5.559576,-1.1607075,36.561016,-0.3121338,-0.26664138,1.1623383,1.2327025
1435,557.0,931.0,665.65485,902.1552,-5.410577,-1.1619675,36.59974,-0.31250238,-0.26672804,1.1632576,1.2336814
1436,578.0,931.0,682.92773,901.8444,-5.2538104,-1.163242,36.640636,-0.31285,-0.26680195,1.1641388,1.2346164
1437,598.0,931.0,699.4516,901.52216,-5.104163,-1.1645578,36.679535,-0.31318855,-0.26690078,1.1649055,1.2354465
1438,618.0,931.0,716.0553,901.21075,-4.9541965,-1.1658242,36.718506,-0.31351852,-0.26696897,1.1657181,1.236311
1439,638.0,931.0,732.73535,900.8988,-4.8039007,-1.1670868,36.757484,-0.31385326,-0.267025,1.1665764,1.2372173
1440,659.0,931.0,750.3287,900.5572,-4.645729,-1.1684631,36.798367,-0.31419754,-0.2670976,1.1673698,1.2380685
1441,679.0,931.0,767.1718,900.2317,-4.494767,-1.1697718,36.837425,-0.3144908,-0.26716113,1.1681671,1.2389083
1442,699.0,931.0,784.0883,899.9157,-4.343468,-1.1710329,36.876427,-0.31473398,-0.26721156,1.1689339,1.239704
1443,720.0,931.0,801.9343,899.57715,-4.184248,-1.1723782,36.91737,-0.31501055,-0.26729178,1.1697121,1.2405252
1444,740.0,931.0,818.9939,899.25616,-4.0322437,-1.1736397,36.956112,-0.31539297,-0.26739216,1.1705475,1.2414317
1445,760.0,931.0,836.1527,898.9476,-3.8799427,-1.1748521,36.99514,-0.31572843,-0.26744747,1.1712837,1.242223
1446,780.0,931.0,853.4188,898.6242,-3.72735,-1.1761307,37.034565,-0.3159802,-0.2675352,1.1718407,1.2428311
1447,801.0,931.0,871.6203,898.2757,-3.566748,-1.1774969,37.075745,-0.31620026,-0.26763046,1.1724472,1.2434795
1448,821.0,931.0,889.03644,897.93677,-3.4134505,-1.1788193,37.11494,-0.31638193,-0.26764095,1.1729355,1.2439883
1449,841.0,931.0,906.56036,897.61707,-3.2598548,-1.1800673,37.154503,-0.31669736,-0.26770127,1.1736488,1.2447541
1450,861.0,931.0,924.1725,897.2882,-3.1059306,-1.1813487,37.19414,-0.31695294,-0.26778698,1.1741524,1.2453123
1451,882.0,931.0,942.7371,896.9359,-2.9439292,-1.1827081,37.23552,-0.31714272,-0.26781237,1.1747513,1.2459308
1452,902.0,931.0,960.5057,896.6006,-2.7893023,-1.1839962,37.274956,-0.3173473,-0.2678386,1.1753235,1.246528
1453,922.0,931.0,978.3822,896.2638,-2.6343656,-1.1852933,37.31472,-0.3175881,-0.26788592,1.1758575,1.2471031
1454,943.0,931.0,997.24805,895.9091,-2.4713233,-1.186654,37.356533,-0.3177619,-0.26794708,1.176281,1.2475597
1455,963.0,931.0,1015.29944,895.5806,-2.315696,-1.1879035,37.396294,-0.31793404,-0.2679857,1.1767044,1.2480111
1456,983.0,931.0,1033.4438,895.2433,-2.1597376,-1.189185,37.436146,-0.3181467,-0.26800096,1.1771622,1.2485001
1457,1003.0,931.0,1051.6528,894.8902,-2.003424,-1.190514,37.47568,-0.31830597,-0.26800644,1.1775589,1.2489159
1458,1024.0,931.0,1070.8728,894.52893,-1.8389392,-1.1918662,37.51728,-0.31843686,-0.26805115,1.1778717,1.2492539
1459,1044.0,931.0,1089.2991,894.18805,-1.681963,-1.1931466,37.557327,-0.31857562,-0.2680726,1.1781197,1.2495276
1460,1064.0,931.0,1107.8175,893.8377,-1.524649,-1.1944594,37.597412,-0.3187071,-0.26809394,1.1784401,1.2498679
1461,1084.0,931.0,1126.4388,893.4964,-1.367003,-1.1957344,37.637684,-0.3187785,-0.2681179,1.1786919,1.2501286
1462,1105.0,931.0,1146.101,893.13446,-1.2011129,-1.1970849,37.680134,-0.3189025,-0.26814568,1.178997,1.2504538
1463,1125.0,931.0,1164.9076,892.7824,-1.0427663,-1.1983879,37.72038,-0.31906068,-0.26814735,1.1793022,1.2507824
1464,1145.0,931.0,1183.8502,892.4277,-0.8840935,-1.1997124,37.76123,-0.31915784,-0.26816761,1.1794815,1.2509805
1465,1165.0,931.0,1202.8711,892.0831,-0.7250714,-1.2009832,37.801884,-0.31925827,-0.2681979,1.1796532,1.2511744
1466,1186.0,931.0,1222.9713,891.71277,-0.5577332,-1.202355,37.844944,-0.3192917,-0.2682048,1.1797028,1.2512313
1467,1206.0,931.0,1242.2144,891.36096,-0.3980082,-1.2036519,37.885998,-0.3193011,-0.26822507,1.1796417,1.2511804
1468,1226.0,931.0,1261.5485,890.9949,-0.23793492,-1.2049965,37.92699,-0.3194144,-0.26818526,1.1797371,1.2512908
1469,1247.0,931.0,1281.9788,890.60944,-0.06948526,-1.206415,37.97039,-0.319458,-0.26814854,1.1797523,1.2513084
1470,1267.0,931.0,1301.5507,890.25287,0.091301575,-1.2077229,38.01193,-0.31949496,-0.2681619,1.1797676,1.2513351
1471,1287.0,931.0,1321.2169,889.8858,0.25244004,-1.2090635,38.053425,-0.31957853,-0.26816022,1.1797523,1.2513417
1472,1307.0,931.0,1341.0101,889.51965,0.41393378,-1.2104044,38.095306,-0.3196101,-0.26815128,1.179699,1.2512975
1473,1328.0,931.0,1361.9196,889.13837,0.5838876,-1.2117997,38.13955,-0.31958178,-0.2681414,1.1796036,1.2511982
1474,1348.0,931.0,1382.4939,888.8012,0.7462614,-1.2132423,38.189297,-0.3197981,-0.26830447,1.1799126,1.2515798
1475,1368.0,931.0,1402.8717,889.76587,0.9089096,-1.2094401,38.23498,-0.32053792,-0.2694639,1.185566,1.2573471
1476,1530.0,931.0,1567.6442,885.20886,2.2378347,-1.2253377,38.54903,-0.32068527,-0.26861227,1.1802711,1.2522106
1477,1551.0,931.0,1591.2639,884.94446,2.4131324,-1.2267748,38.61321,-0.3195355,-0.26784658,1.1768837,1.2485591
1478,1571.0,931.0,1612.3832,884.59766,2.5792837,-1.2279174,38.654354,-0.3190894,-0.26766288,1.1756516,1.2472442
1479,1591.0,931.0,1633.7461,884.20844,2.7459106,-1.2292684,38.697277,-0.3190639,-0.26760662,1.1752853,1.2468804
1480,1611.0,931.0,1655.218,883.8231,2.9128978,-1.230595,38.740154,-0.31895685,-0.2675475,1.1746788,1.2462686
1481,1632.0,931.0,1677.9006,883.413,3.0886416,-1.2320064,38.78539,-0.31885624,-0.2674842,1.1740646,1.2456504
1482,1652.0,931.0,1699.6239,883.0349,3.2563941,-1.233296,38.828518,-0.3188088,-0.26742733,1.1735306,1.2451227
1483,1672.0,931.0,1721.4761,882.63434,3.4245288,-1.234669,38.871834,-0.31871676,-0.26735902,1.1728897,1.2444805
1484,1692.0,931.0,1743.5039,882.23395,3.5931027,-1.236056,38.915936,-0.31860948,-0.26730037,1.1720963,1.2436925
1485,1713.0,931.0,1767.0385,881.89703,3.770861,-1.2372923,38.965935,-0.31863046,-0.26710403,1.1707191,1.242358
1486,1855.0,931.0,1907.7712,870.5602,4.9488444,-1.2711315,39.01986,-0.32237387,-0.2704121,1.1823311,1.2549719
1487,1915.0,931.0,1996.6412,877.6496,5.496829,-1.2511497,39.3994,-0.3188901,-0.26681185,1.1639748,1.2360084
1488,1936.0,931.0,2022.777,877.18286,5.6812367,-1.2532111,39.464252,-0.3171687,-0.26617277,1.1606789,1.2323228
1489,436.0,951.0,570.1716,922.3663,-6.3130627,-1.0009073,36.400337,-0.310318,-0.26620102,1.1576958,1.2277702
1490,456.0,951.0,586.0771,921.8497,-6.1653414,-1.0030662,36.437748,-0.31071138,-0.266302,1.1587715,1.2289059
1491,476.0,951.0,602.12396,921.74615,-6.0174856,-1.0035077,36.476185,-0.3110628,-0.2663927,1.1596527,1.2298454
1492,497.0,951.0,619.0508,921.4697,-5.861882,-1.0046718,36.51655,-0.31148148,-0.26648057,1.1606445,1.2309055
1493,517.0,951.0,635.25854,921.20416,-5.713384,-1.0057895,36.555172,-0.31186247,-0.26657367,1.1615677,1.2318925
1494,537.0,951.0,651.546,920.939,-5.564574,-1.0069029,36.59389,-0.31223536,-0.26666462,1.1625481,1.232931
1495,557.0,951.0,667.9253,920.671,-5.4154744,-1.0080298,36.632877,-0.31258154,-0.2667737,1.1634521,1.2338948
1496,578.0,951.0,685.21533,920.3859,-5.25859,-1.0092274,36.67399,-0.31295967,-0.26686835,1.1643105,1.2348204
1497,598.0,951.0,701.7716,920.1208,-5.1088634,-1.0103408,36.713326,-0.3133297,-0.26695144,1.1652069,1.2357774
1498,618.0,951.0,718.3996,919.8576,-4.958796,-1.0114394,36.75261,-0.3136201,-0.2670089,1.1659203,1.236536
1499,638.0,951.0,735.09344,919.58954,-4.8083773,-1.0125495,36.791748,-0.3139677,-0.26710808,1.1667252,1.2374046
1500,659.0,951.0,752.7022,919.29956,-4.650077,-1.0137439,36.832813,-0.3142624,-0.2672013,1.1675377,1.2382656
1501,679.0,951.0,769.5682,919.0232,-4.499005,-1.014883,36.872166,-0.31452656,-0.2672478,1.1683273,1.2390872
1502,699.0,951.0,786.49475,918.74817,-4.347571,-1.0160048,36.91127,-0.314816,-0.26730216,1.1691284,1.2399278
1503,720.0,951.0,804.3437,918.46106,-4.188196,-1.0171671,36.952217,-0.3151269,-0.26738322,1.1698837,1.2407364
1504,740.0,951.0,821.42664,918.1879,-4.036077,-1.0182685,36.991257,-0.3154807,-0.2674619,1.1706467,1.2415626
1505,760.0,951.0,838.6019,917.9013,-3.883647,-1.0194247,37.030483,-0.31578875,-0.2675228,1.171341,1.2423085
1506,780.0,951.0,855.85895,917.6323,-3.7308874,-1.0205034,37.069733,-0.3160286,-0.2675953,1.1719856,1.242993
1507,801.0,951.0,874.07654,917.34863,-3.570148,-1.0216395,37.1111,-0.31623578,-0.26769614,1.172535,1.2435853
1508,821.0,951.0,891.4971,917.05945,-3.4167032,-1.022789,37.15032,-0.31492853,-0.26236272,1.1569176,1.2273844
1509,841.0,951.0,909.0017,916.7833,-3.2629302,-1.0238804,37.189568,-0.3167882,-0.2677548,1.1738777,1.2450045
1510,861.0,951.0,926.61475,916.5031,-3.108855,-1.0249923,37.229183,-0.31700587,-0.26783383,1.1744461,1.2456129
1511,882.0,951.0,945.20984,916.2105,-2.946729,-1.0261515,37.270943,-0.31721687,-0.2678827,1.1749611,1.2461627
1512,902.0,951.0,962.989,915.91705,-2.7919602,-1.0273042,37.31049,-0.31742787,-0.26792026,1.1754837,1.2467171
1513,922.0,951.0,980.87683,915.6321,-2.6368814,-1.0284252,37.350372,-0.3176198,-0.2679609,1.1759529,1.2472172
1514,943.0,951.0,999.7548,915.3293,-2.473689,-1.0296122,37.39231,-0.31781292,-0.2680025,1.1764717,1.2477643
1515,963.0,951.0,1017.82166,915.03125,-2.3179207,-1.0307759,37.432243,-0.31800556,-0.2680267,1.176918,1.2482395
1516,983.0,951.0,1035.9735,914.75024,-2.1618137,-1.0318642,37.47216,-0.31820512,-0.26801562,1.177288,1.2486368
1517,1003.0,951.0,1054.1836,914.4668,-2.005347,-1.0329461,37.511665,-0.31837392,-0.26806653,1.177681,1.2490612
1518,1024.0,951.0,1073.4005,914.1462,-1.8406976,-1.0341696,37.553173,-0.3184873,-0.26812065,1.1779442,1.24935
1519,1044.0,951.0,1091.8381,913.8632,-1.6835749,-1.0352544,37.593334,-0.31862497,-0.26813495,1.1782494,1.2496759
1520,1064.0,951.0,1110.3556,913.559,-1.5261062,-1.0364156,37.633366,-0.3187623,-0.26816297,1.1786118,1.2500587
1521,1084.0,951.0,1128.9688,913.26587,-1.3683019,-1.0375283,37.673473,-0.31883037,-0.26816928,1.1788216,1.2502751
1522,1105.0,951.0,1148.6245,912.96246,-1.2022486,-1.0386777,37.715786,-0.31893313,-0.26818943,1.1790466,1.2505178
1523,1125.0,951.0,1167.4393,912.6537,-1.0437529,-1.0398462,37.756104,-0.3191055,-0.2682351,1.1794357,1.2509385
1524,1145.0,951.0,1186.3975,912.3447,-0.8849327,-1.0410274,37.79713,-0.3192132,-0.2682451,1.1796494,1.2511696
1525,1165.0,951.0,1205.4465,912.04944,-0.7257651,-1.042147,37.838123,-0.31926775,-0.26823986,1.1797371,1.251265
1526,1186.0,951.0,1225.542,911.7503,-0.5582648,-1.0432701,37.881073,-0.31933355,-0.26823545,1.1798439,1.2513816
1527,1206.0,951.0,1244.7797,911.4527,-0.39838567,-1.044385,37.922005,-0.31941077,-0.26826334,1.1799355,1.2514936
1528,1226.0,951.0,1264.1301,911.1351,-0.23816106,-1.0455796,37.963177,-0.31946543,-0.26828194,1.1800003,1.2515727
1529,1247.0,951.0,1284.5814,910.8126,-0.069551334,-1.0467935,38.006817,-0.31947768,-0.26826274,1.179924,1.2514997
1530,1267.0,951.0,1304.155,910.50464,0.09138979,-1.0479455,38.048332,-0.31958905,-0.2682531,1.1800232,1.2516196
1531,1287.0,951.0,1323.8239,910.19904,0.25268194,-1.049081,38.089813,-0.31964597,-0.26822114,1.1800079,1.2516129
1532,1307.0,951.0,1343.6184,909.88446,0.41432947,-1.0502551,38.131668,-0.31962284,-0.26821578,1.1798897,1.2514944
1533,1328.0,951.0,1364.5354,909.55835,0.5844458,-1.0514733,38.175964,-0.31959063,-0.26819968,1.1797142,1.2513173
1534,1348.0,951.0,1384.5883,909.2085,0.7468362,-1.0527917,38.218544,-0.31958237,-0.26815653,1.1795921,1.2511908
1535,1368.0,951.0,1404.7046,908.97736,0.90957093,-1.0536232,38.260616,-0.32010537,-0.26804197,1.1796799,1.2513826
1536,1429.0,951.0,1467.7332,908.7809,1.4086118,-1.0544944,38.40305,-0.32233322,-0.2712624,1.1918602,1.2641252
1537,1449.0,951.0,1488.0553,907.41736,1.5727657,-1.059659,38.44219,-0.32319057,-0.27136314,1.1912422,1.2637832
1538,1510.0,951.0,1551.0111,906.0122,2.075627,-1.0646887,38.56597,-0.32168698,-0.2691263,1.1827812,1.2549434
1539,1530.0,951.0,1571.8098,905.69904,2.2411442,-1.0657272,38.60576,-0.31999385,-0.26818073,1.178421,1.2501972
1540,1551.0,951.0,1593.8783,905.9691,2.415375,-1.0645285,38.64907,-0.31929255,-0.26785243,1.1763611,1.2480056
1541,1571.0,951.0,1615.1183,905.701,2.5817819,-1.0654575,38.691776,-0.31909752,-0.2677349,1.1757355,1.2473408
1542,1591.0,951.0,1636.4803,905.3809,2.7485623,-1.0665848,38.734634,-0.31905556,-0.26767004,1.1753502,1.246953
